SP,7+20+22+23+24+30+32+33+37+38+39+55
TL051695,30
TL051696,30
TL051697,30
TL051698,30
TL051699,30
TL052690,30
TL052691,30
TL052692,30
TL052693,30
TL052694,30
TL052695,30
TL052696,30
TL052697,30
TL052698,30
TL052699,30
TL053690,30
TL053691,30
TL053692,30
TL053693,30
TL053694,30
TL053695,30
TL053696,30
TL053697,30
TL053698,30
TL053699,30
TL054690,30
TL054691,30
TL054692,30
TL054693,30
TL054694,30
TL054695,30
TL054696,30
TL054697,30
TL054698,30
TL054699,30
TL055690,30
TL055691,30
TL055692,30
TL055693,30
TL055694,30
TL055695,30
TL055696,30
TL055697,30
TL055698,30
TL055699,30+31
TL056690,30
TL056691,30
TL056692,30
TL056693,30
TL056694,30
TL056695,30
TL056696,30
TL056697,30
TL056698,30
TL056699,30+31
TL057690,30
TL057691,30
TL057692,30
TL057693,30
TL057694,30
TL057695,30
TL057696,30
TL057697,30
TL057698,30+31
TL057699,30+31
TL058690,30
TL058691,30
TL058692,30
TL058693,30
TL058694,30
TL058695,30
TL058696,30
TL058697,30+31
TL058698,30+31
TL059690,30
TL059691,30
TL059692,30
TL059693,30
TL059694,30
TL059695,30
TL059696,30
TL059697,30+31
TL06Q,30
TL06R,30
TL06S,30
TL06T,30+31
TL0666,30
TL0667,30
TL0766,30+31
TL070660,30
TL070661,30
TL070662,30
TL070663,30
TL070664,30
TL070665,30
TL070666,30
TL070667,30
TL070668,30
TL070669,30
TL071660,30
TL071661,30
TL071662,30
TL071663,30
TL071664,30
TL071665,30
TL071666,30
TL071667,30
TL071668,30
TL071669,30
TL072660,30
TL072661,30
TL072662,30
TL072663,30
TL072664,30
TL072665,30
TL072666,30
TL072667,30
TL072668,30
TL072669,30
TL073660,30
TL073661,30
TL073662,30
TL073663,30
TL073664,30
TL073665,30
TL073666,30
TL073667,30
TL073668,30
TL073669,30+31
TL074660,30
TL074661,30
TL074662,30
TL074663,30
TL074664,30
TL074665,30
TL074666,30
TL074667,30
TL074668,30+31
TL074669,30+31
TL075660,30
TL075661,30
TL075662,30
TL075663,30
TL075664,30
TL075665,30
TL075666,30
TL075667,30
TL075668,30+31
TL076660,30
TL076661,30
TL076662,30
TL076663,30
TL076664,30
TL076665,30+31
TL076666,30+31
TL076667,30+31
TL076668,30+31
TL077660,30
TL077661,30
TL077662,30
TL077663,30+31
TL077664,30+31
TL077665,30+31
TL077667,30+31
TL077668,30+31
TL078660,30
TL078661,30
TL078662,30
TL078663,30+31
TL079660,30
TL079661,30
TL079662,30+31
TL079663,30+31
TL0767,30+31
TL070670,30
TL070671,30
TL070672,30
TL070673,30
TL070674,30
TL070675,30
TL070676,30
TL070677,30
TL070678,30
TL070679,30
TL071670,30
TL071671,30
TL071672,30
TL071673,30
TL071674,30
TL071675,30
TL071676,30
TL071677,30
TL071678,30
TL071679,30
TL072670,30
TL072671,30
TL072672,30
TL072673,30
TL072674,30
TL072675,30
TL072676,30
TL072677,30
TL072678,30
TL072679,30
TL073670,30+31
TL073671,30
TL073672,30
TL073673,30
TL073674,30
TL073675,30
TL073676,30
TL073677,30
TL073678,30
TL073679,30
TL074670,30+31
TL074671,30+31
TL074672,30
TL074673,30+31
TL074674,30+31
TL074675,30+31
TL074676,30+31
TL074677,30
TL074678,30
TL074679,30
TL075671,30+31
TL075672,30+31
TL075673,30+31
TL075676,30+31
TL075677,30+31
TL075678,30+31
TL075679,30+31
TL06U,30+31
TL0668,30
TL0669,30+31
TL060690,30
TL060691,30
TL060692,30
TL060693,30
TL060694,30
TL060695,30
TL060696,30+31
TL060697,30+31
TL061690,30
TL061691,30
TL061692,30
TL061693,30
TL061694,30
TL061695,30+31
TL061696,30+31
TL061697,30+31
TL061698,30+31
TL061699,30+31
TL062690,30
TL062691,30
TL062692,30
TL062693,30
TL062694,30
TL062695,30+31
TL062696,30+31
TL062697,30+31
TL062698,30
TL062699,30+31
TL063690,30
TL063691,30
TL063692,30
TL063693,30
TL063694,30
TL063695,30
TL063696,30+31
TL063697,30
TL063698,30
TL063699,30
TL064690,30
TL064691,30
TL064692,30
TL064693,30
TL064694,30
TL064695,30
TL064696,30
TL064697,30
TL064698,30
TL064699,30
TL065690,30
TL065691,30
TL065692,30
TL065693,30
TL065694,30
TL065695,30
TL065696,30
TL065697,30
TL065698,30
TL065699,30
TL066690,30
TL066691,30
TL066692,30
TL066693,30
TL066694,30
TL066695,30
TL066696,30
TL066697,30
TL066698,30
TL066699,30
TL067690,30
TL067691,30
TL067692,30
TL067693,30
TL067694,30
TL067695,30
TL067696,30
TL067697,30
TL067698,30
TL067699,30
TL068690,30
TL068691,30
TL068692,30
TL068693,30
TL068694,30
TL068695,30
TL068696,30
TL068697,30
TL068698,30
TL068699,30
TL069690,30
TL069691,30
TL069692,30
TL069693,30
TL069694,30
TL069695,30
TL069696,30
TL069697,30
TL069698,30
TL069699,30
TL0768,30+31
TL070680,30
TL070681,30
TL070682,30
TL070683,30
TL070684,30
TL070685,30
TL070686,30
TL070687,30
TL070688,30
TL070689,30
TL071680,30
TL071681,30
TL071682,30
TL071683,30
TL071684,30
TL071685,30
TL071686,30
TL071687,30
TL071688,30
TL071689,30
TL072680,30
TL072681,30
TL072682,30
TL072683,30
TL072684,30
TL072685,30
TL072686,30
TL072687,30
TL072688,30
TL072689,30
TL073680,30
TL073681,30
TL073682,30
TL073683,30
TL073684,30
TL073685,30
TL073686,30
TL073687,30
TL073688,30
TL073689,30
TL074680,30
TL074681,30
TL074682,30
TL074683,30
TL074684,30
TL074685,30
TL074686,30
TL074687,30
TL074688,30
TL074689,30
TL075680,30+31
TL075681,30
TL075682,30
TL075683,30
TL075684,30
TL075685,30
TL075686,30
TL075687,30
TL075688,30
TL075689,30
TL076680,30+31
TL076681,30+31
TL076682,30+31
TL076683,30
TL076684,30
TL076685,30
TL076686,30
TL076687,30
TL076688,30
TL076689,30
TL077682,30+31
TL077683,30+31
TL077684,30
TL077685,30
TL077686,30
TL077687,30
TL077688,30
TL077689,30
TL078683,30+31
TL078684,30
TL078685,30
TL078686,30
TL078687,30
TL078688,30
TL078689,30
TL079683,30+31
TL079684,30+31
TL079685,30
TL079686,30
TL079687,30
TL079688,30
TL079689,30
TL0769,30
TL06V,30
TL06W,30
TL06X,30+31
TL0864,30
TL0865,30
TL0964,30
TL0965,30+31
TL090650,30
TL090651,30
TL090652,30
TL090653,30
TL090654,30
TL090655,30
TL090656,30
TL090657,30
TL090658,30
TL090659,30
TL091650,30
TL091651,30
TL091652,30
TL091653,30
TL091654,30
TL091655,30
TL091656,30
TL091657,30+31
TL091658,30+31
TL091659,30+31
TL092650,30
TL092651,30
TL092652,30
TL092653,30
TL092654,30
TL092655,30
TL092656,30
TL092657,30+31
TL093650,30
TL093651,30
TL093652,30
TL093653,30
TL093654,30
TL093655,30
TL093656,30
TL093657,30+31
TL093658,30+31
TL094650,30
TL094651,30
TL094652,30
TL094653,30
TL094654,30
TL094655,30
TL094656,30
TL094657,30
TL094658,30+31
TL094659,30+31
TL095650,30
TL095651,30
TL095652,30
TL095653,30
TL095654,30
TL095655,30
TL095656,30
TL095657,30
TL095658,30
TL095659,30+31
TL096650,30
TL096651,30
TL096652,30
TL096653,30
TL096654,30
TL096655,30
TL096656,30
TL096657,30
TL096658,30
TL096659,30
TL097650,30
TL097651,30
TL097652,30
TL097653,30
TL097654,30
TL097655,30
TL097656,30
TL097657,30
TL097658,30
TL097659,30
TL098650,30
TL098651,30
TL098652,30
TL098653,30
TL098654,30
TL098655,30
TL098656,30
TL098657,30
TL098658,30
TL098659,30
TL099650,30
TL099651,30
TL099652,30
TL099653,30
TL099654,30
TL099655,30
TL099656,30
TL099657,30
TL099658,30
TL099659,30
TL06Y,30+31
TL0866,30+31
TL080660,30
TL080661,30
TL080662,30+31
TL080663,30+31
TL081660,30
TL081661,30
TL081662,30+31
TL081663,30+31
TL082660,30
TL082661,30
TL082662,30
TL082663,30+31
TL083660,30
TL083661,30
TL083662,30
TL083663,30+31
TL084660,30
TL084661,30
TL084662,30
TL084663,30+31
TL085660,30
TL085661,30
TL085662,30
TL085663,30+31
TL085664,30+31
TL085665,30+31
TL086660,30
TL086661,30
TL086662,30
TL086663,30
TL086664,30
TL086665,30+31
TL086666,30+31
TL087660,30
TL087661,30
TL087662,30
TL087663,30
TL087664,30
TL087665,30
TL087666,30+31
TL088660,30
TL088661,30
TL088662,30
TL088663,30
TL088664,30
TL088665,30+31
TL088666,30+31
TL089660,30
TL089661,30
TL089662,30
TL089663,30
TL089664,30+31
TL089665,30+31
TL0966,30+31
TL090660,30+31
TL090661,30+31
TL090662,30+31
TL090663,30+31
TL090664,30+31
TL091660,30+31
TL091661,30+31
TL091662,30+31
TL095660,30+31
TL096660,30+31
TL096661,30+31
TL097660,30
TL097661,30+31
TL098660,30+31
TL098661,30+31
TL099660,30+31
TL06Z,30+31
TL0868,30+31
TL080684,30+31
TL080685,30+31
TL080686,30
TL080687,30
TL080688,30
TL080689,30
TL081685,30+31
TL081686,30+31
TL081687,30+31
TL081688,30
TL081689,30
TL082687,30+31
TL082688,30+31
TL082689,30+31
TL0869,30+31
TL080690,30
TL080691,30
TL080692,30
TL080693,30
TL080694,30
TL080695,30
TL080696,30
TL080697,30
TL080698,30
TL080699,30
TL081690,30
TL081691,30
TL081692,30
TL081693,30
TL081694,30
TL081695,30
TL081696,30
TL081697,30
TL081698,30
TL081699,30
TL082690,30+31
TL082691,30
TL082692,30
TL082693,30
TL082694,30
TL082695,30
TL082696,30
TL082697,30
TL082698,30
TL082699,30
TL083690,30+31
TL083691,30+31
TL083692,30+31
TL083693,30+31
TL083694,30+31
TL083695,30+31
TL083696,30
TL083697,30
TL083698,30
TL083699,30
TL084695,30+31
TL084696,30+31
TL084697,30+31
TL084698,30+31
TL084699,30
TL085698,30+31
TL085699,30+31
TL086699,30+31
TL07,30+31+32
TL07SW,30+31+32
TL07SE,30+31
TL07A,30+32
TL0170,30+32
TL015700,30+32
TL016700,30+32
TL017700,30+32
TL017701,30+32
TL018700,30
TL018701,30+32
TL019700,30
TL019701,30+32
TL07F,30+32
TL0270,30+32
TL020700,30
TL020701,30+32
TL021700,30
TL021701,30+32
TL022700,30
TL022701,30+32
TL023700,30
TL023701,30+32
TL023702,30+32
TL024700,30
TL024701,30
TL024702,30+32
TL025700,30
TL025701,30
TL025702,30+32
TL026700,30
TL026701,30
TL026702,30+32
TL027700,30
TL027701,30
TL027702,30+32
TL028700,30
TL028701,30
TL028702,30+32
TL029700,30
TL029701,30
TL029702,30+32
TL0370,30+32
TL030700,30
TL030701,30
TL030702,30+32
TL031700,30
TL031701,30
TL031702,30+32
TL032700,30
TL032701,30
TL032702,30+32
TL033700,30
TL033701,30
TL033702,30+32
TL034700,30
TL034701,30
TL034702,30+32
TL035700,30
TL035701,30
TL035702,30+32
TL036700,30
TL036701,30+32
TL036702,30+32
TL037700,30
TL037701,30+32
TL038700,30+32
TL038701,30+32
TL039700,30+32
TL07K,30+31+32
TL0470,30+31+32
TL040700,30+32
TL040701,30+32
TL041700,30
TL041701,30+32
TL041702,30+32
TL042700,30
TL042701,30
TL042702,30+32
TL043700,30
TL043701,30
TL043702,30+32
TL043703,30+32
TL044700,30
TL044701,30
TL044702,30
TL044703,30+32
TL044704,30+32
TL045700,30
TL045701,30
TL045702,30
TL045703,30
TL045704,30+32
TL046700,30
TL046701,30
TL046702,30
TL046703,30
TL046704,30+32
TL046705,30+31+32
TL047700,30
TL047701,30
TL047702,30
TL047703,30
TL047704,30+31
TL047705,30+31
TL048700,30
TL048701,30
TL048702,30
TL048703,30
TL048704,30+31
TL049700,30
TL049701,30
TL049702,30
TL049703,30
TL049704,30+31
TL0570,30+31
TL050700,30
TL050701,30
TL050702,30
TL050703,30+31
TL050704,30+31
TL051700,30
TL051701,30
TL051702,30+31
TL051703,30+31
TL052700,30
TL052701,30+31
TL052702,30+31
TL053700,30
TL053701,30+31
TL054700,30+31
TL054701,30+31
TL055700,30+31
TL07Q,30+31
TL0670,30+31
TL062700,30+31
TL062701,30+31
TL062702,30+31
TL062703,30+31
TL063700,30
TL063701,30
TL063702,30
TL063703,30+31
TL063704,30+31
TL064700,30
TL064701,30
TL064702,30
TL064703,30+31
TL064704,30+31
TL065700,30
TL065701,30
TL065702,30+31
TL065703,30+31
TL066700,30
TL066701,30+31
TL066702,30+31
TL067700,30
TL067701,30+31
TL067702,30+31
TL067703,30+31
TL067704,30+31
TL068700,30
TL068701,30
TL068702,30
TL068703,30
TL068704,30+31
TL068705,30+31
TL069700,30
TL069701,30
TL069702,30
TL069703,30
TL069704,30
TL069705,30+31
TL0770,30+31
TL070700,30
TL070701,30
TL070702,30
TL070703,30
TL070704,30+31
TL070705,30+31
TL071700,30
TL071701,30
TL071702,30
TL071703,30
TL071704,30+31
TL071705,30+31
TL072700,30
TL072701,30
TL072702,30
TL072703,30
TL072704,30
TL072705,30+31
TL072706,30+31
TL072707,30+31
TL072708,30+31
TL072709,30+31
TL073700,30
TL073701,30
TL073702,30
TL073703,30
TL073704,30
TL073705,30
TL073706,30
TL073707,30
TL073708,30
TL073709,30+31
TL074700,30
TL074701,30
TL074702,30
TL074703,30
TL074704,30
TL074705,30
TL074706,30
TL074707,30
TL074708,30
TL074709,30+31
TL075700,30
TL075701,30
TL075702,30
TL075703,30
TL075704,30
TL075705,30
TL075706,30
TL075707,30
TL075708,30
TL075709,30
TL076700,30
TL076701,30
TL076702,30
TL076703,30
TL076704,30
TL076705,30
TL076706,30
TL076707,30
TL076708,30
TL076709,30
TL077700,30
TL077701,30
TL077702,30
TL077703,30
TL077704,30
TL077705,30
TL077706,30
TL077707,30
TL077708,30
TL077709,30
TL078700,30
TL078701,30
TL078702,30
TL078703,30
TL078704,30
TL078705,30
TL078706,30
TL078707,30
TL078708,30
TL078709,30
TL079700,30
TL079701,30
TL079702,30
TL079703,30
TL079704,30
TL079705,30
TL079706,30
TL079707,30
TL079708,30
TL079709,30
TL0771,30+31
TL074710,30+31
TL075710,30+31
TL075711,30+31
TL076710,30
TL076711,30+31
TL077710,30
TL077711,30+31
TL077712,30+31
TL078710,30
TL078711,30+31
TL078712,30+31
TL079710,30
TL079711,30+31
TL079712,30+31
TL07V,30+31
TL0870,30+31
TL080700,30
TL080701,30
TL080702,30
TL080703,30
TL080704,30
TL080705,30
TL080706,30
TL080707,30
TL080708,30
TL080709,30
TL081700,30
TL081701,30
TL081702,30
TL081703,30
TL081704,30
TL081705,30
TL081706,30
TL081707,30
TL081708,30
TL081709,30
TL082700,30
TL082701,30
TL082702,30
TL082703,30
TL082704,30
TL082705,30
TL082706,30
TL082707,30
TL082708,30
TL082709,30
TL083700,30
TL083701,30
TL083702,30
TL083703,30
TL083704,30
TL083705,30
TL083706,30
TL083707,30
TL083708,30
TL083709,30
TL084700,30
TL084701,30
TL084702,30
TL084703,30
TL084704,30
TL084705,30
TL084706,30
TL084707,30
TL084708,30
TL084709,30
TL085700,30
TL085701,30
TL085702,30
TL085703,30
TL085704,30
TL085705,30
TL085706,30
TL085707,30
TL085708,30
TL085709,30
TL086700,30+31
TL086701,30+31
TL086702,30+31
TL086703,30+31
TL086704,30
TL086705,30
TL086706,30
TL086707,30
TL086708,30
TL086709,30
TL087703,30+31
TL087704,30+31
TL087705,30
TL087706,30
TL087707,30
TL087708,30
TL087709,30
TL088704,30+31
TL088705,30+31
TL088706,30
TL088707,30
TL088708,30
TL088709,30
TL089705,30+31
TL089706,30+31
TL089707,30
TL089708,30
TL089709,30
TL0871,30+31
TL080710,30
TL080711,30
TL080712,30+31
TL081710,30
TL081711,30
TL081712,30+31
TL081713,30+31
TL082710,30
TL082711,30
TL082712,30
TL082713,30+31
TL082714,30+31
TL082715,30+31
TL083710,30
TL083711,30
TL083712,30
TL083713,30
TL083714,30
TL083715,30+31
TL083716,30+31
TL084710,30
TL084711,30
TL084712,30
TL084713,30
TL084714,30
TL084715,30+31
TL084716,30+31
TL085710,30
TL085711,30
TL085712,30
TL085713,30
TL085714,30
TL085715,30+31
TL085716,30+31
TL086710,30
TL086711,30
TL086712,30
TL086713,30
TL086714,30
TL086715,30
TL086716,30+31
TL086717,30+31
TL087710,30
TL087711,30
TL087712,30
TL087713,30
TL087714,30
TL087715,30
TL087716,30
TL087717,30+31
TL087718,30+31
TL088710,30
TL088711,30
TL088712,30
TL088713,30
TL088714,30
TL088715,30
TL088716,30
TL088717,30
TL088718,30+31
TL088719,30+31
TL089710,30
TL089711,30
TL089712,30
TL089713,30
TL089714,30
TL089715,30
TL089716,30
TL089717,30
TL089718,30
TL089719,30+31
TL0970,30+31
TL090706,30+31
TL090707,30+31
TL090708,30
TL090709,30
TL091707,30+31
TL091708,30+31
TL091709,30
TL092708,30+31
TL092709,30+31
TL093709,30+31
TL0971,30+31
TL090710,30
TL090711,30
TL090712,30
TL090713,30
TL090714,30
TL090715,30
TL090716,30
TL090717,30
TL090718,30
TL090719,30
TL091710,30
TL091711,30
TL091712,30
TL091713,30
TL091714,30
TL091715,30
TL091716,30
TL091717,30
TL091718,30
TL091719,30
TL092710,30
TL092711,30
TL092712,30
TL092713,30
TL092714,30
TL092715,30
TL092716,30
TL092717,30
TL092718,30
TL092719,30
TL093710,30+31
TL093711,30
TL093712,30
TL093713,30
TL093714,30
TL093715,30
TL093716,30
TL093717,30+31
TL093718,30+31
TL093719,30+31
TL094710,30+31
TL094711,30+31
TL094712,30+31
TL094713,30
TL094714,30
TL094715,30
TL094716,30
TL094717,30+31
TL095712,30+31
TL095713,30+31
TL095714,30
TL095715,30
TL095716,30
TL095717,30+31
TL095718,30+31
TL096713,30+31
TL096714,30+31
TL096715,30+31
TL096716,30
TL096717,30
TL096718,30+31
TL097715,30+31
TL097716,30+31
TL097717,30+31
TL097718,30+31
TL07W,30+31
TL0872,30+31
TL089720,30+31
TL0972,30+31
TL090720,30+31
TL090721,30+31
TL090722,30+31
TL091720,30
TL091721,30
TL091722,30+31
TL091723,30+31
TL092720,30+31
TL092721,30+31
TL092722,30
TL092723,30+31
TL093720,30+31
TL093721,30+31
TL093722,30+31
TL093723,30+31
TL11,20+30
TL11NW,20+30
TL11C,20+30
TL1115,20+30
TL115159,20+30
TL116159,20+30
TL117159,20+30
TL118158,20+30
TL118159,20+30
TL119158,20+30
TL119159,30
TL11D,20+30
TL1016,20+30
TL100169,20+30
TL101168,20+30
TL101169,20+30
TL102167,20+30
TL102168,20+30
TL102169,30
TL103166,20+30
TL103167,20+30
TL103168,30
TL103169,30
TL104165,20+30
TL104166,20+30
TL104167,30
TL104168,30
TL104169,30
TL105165,20+30
TL105166,30
TL105167,30
TL105168,30
TL105169,30
TL106165,20+30
TL106166,30
TL106167,30
TL106168,30
TL106169,30
TL107164,20+30
TL107165,20+30
TL107166,30
TL107167,30
TL107168,30
TL107169,30
TL108164,20+30
TL108165,30
TL108166,30
TL108167,30
TL108168,30
TL108169,30
TL109163,20+30
TL109164,20+30
TL109165,30
TL109166,30
TL109167,30
TL109168,30
TL109169,30
TL1017,30
TL1116,20+30
TL110162,20+30
TL110163,20+30
TL110164,30
TL110165,30
TL110166,30
TL110167,30
TL110168,30
TL110169,30
TL111162,20+30
TL111163,30
TL111164,30
TL111165,30
TL111166,30
TL111167,30
TL111168,30
TL111169,30
TL112161,20+30
TL112162,20+30
TL112163,30
TL112164,30
TL112165,30
TL112166,30
TL112167,30
TL112168,30
TL112169,30
TL113161,20+30
TL113162,30
TL113163,30
TL113164,30
TL113165,30
TL113166,30
TL113167,30
TL113168,30
TL113169,30
TL114160,20+30
TL114161,20+30
TL114162,30
TL114163,30
TL114164,30
TL114165,30
TL114166,30
TL114167,30
TL114168,30
TL114169,30
TL115160,20+30
TL115161,30
TL115162,30
TL115163,30
TL115164,30
TL115165,30
TL115166,30
TL115167,30
TL115168,30
TL115169,30
TL116160,30
TL116161,30
TL116162,30
TL116163,30
TL116164,30
TL116165,30
TL116166,30
TL116167,30
TL116168,30
TL116169,30
TL117160,30
TL117161,30
TL117162,30
TL117163,30
TL117164,30
TL117165,30
TL117166,30
TL117167,30
TL117168,30
TL117169,30
TL118160,30
TL118161,30
TL118162,30
TL118163,30
TL118164,30
TL118165,30
TL118166,30
TL118167,30
TL118168,30
TL118169,30
TL119160,30
TL119161,30
TL119162,30
TL119163,30
TL119164,30
TL119165,30
TL119166,30
TL119167,30
TL119168,30
TL119169,30
TL1117,30
TL11E,30
TL11H,20+30
TL1215,20+30
TL120157,20+30
TL120158,20+30
TL120159,30
TL121157,20+30
TL121158,30
TL121159,30
TL122157,20+30
TL122158,20+30
TL122159,30
TL123158,20+30
TL123159,20+30
TL124159,20+30
TL125159,20+30
TL11I,20+30
TL1216,20+30
TL120160,30
TL120161,30
TL120162,30
TL120163,30
TL120164,30
TL120165,30
TL120166,30
TL120167,30
TL120168,30
TL120169,30
TL121160,30
TL121161,30
TL121162,30
TL121163,30
TL121164,30
TL121165,30
TL121166,30
TL121167,30
TL121168,30
TL121169,30
TL122160,30
TL122161,30
TL122162,30
TL122163,30
TL122164,30
TL122165,30
TL122166,30
TL122167,30
TL122168,30
TL122169,30
TL123160,30
TL123161,30
TL123162,30
TL123163,30
TL123164,30
TL123165,30
TL123166,30
TL123167,30
TL123168,30
TL123169,30
TL124160,30
TL124161,30
TL124162,30
TL124163,30
TL124164,30
TL124165,30
TL124166,30
TL124167,30
TL124168,30
TL124169,30
TL125160,20+30
TL125161,20+30
TL125162,20+30
TL125163,20+30
TL125164,20+30
TL125165,30
TL125166,30
TL125167,30
TL125168,30
TL125169,30
TL126164,20+30
TL126165,20+30
TL126166,20+30
TL126167,30
TL126168,30
TL126169,30
TL127166,20+30
TL127167,20+30
TL127168,20+30
TL127169,20+30
TL128169,20+30
TL1217,20+30
TL120170,30
TL120171,30
TL120172,30
TL120173,30
TL120174,30
TL120175,30
TL120176,30
TL120177,30
TL120178,30
TL120179,30
TL121170,30
TL121171,30
TL121172,30
TL121173,30
TL121174,30
TL121175,30
TL121176,30
TL121177,30
TL121178,30
TL121179,30
TL122170,30
TL122171,30
TL122172,30
TL122173,30
TL122174,30
TL122175,30
TL122176,30
TL122177,30
TL122178,30
TL122179,30
TL123170,30
TL123171,30
TL123172,30
TL123173,30
TL123174,30
TL123175,30
TL123176,30
TL123177,30
TL123178,30
TL123179,30
TL124170,30
TL124171,30
TL124172,30
TL124173,30
TL124174,30
TL124175,30
TL124176,30
TL124177,30
TL124178,30
TL124179,30
TL125170,30
TL125171,30
TL125172,30
TL125173,30
TL125174,30
TL125175,30
TL125176,30
TL125177,30
TL125178,30
TL125179,30
TL126170,30
TL126171,30
TL126172,30
TL126173,30
TL126174,30
TL126175,30
TL126176,30
TL126177,30
TL126178,30
TL126179,30
TL127170,20+30
TL127171,20+30
TL127172,30
TL127173,30
TL127174,30
TL127175,30
TL127176,30
TL127177,30
TL127178,30
TL127179,30
TL128171,20+30
TL128172,20+30
TL128173,30
TL128174,30
TL128175,30
TL128176,30
TL128177,30
TL128178,30
TL128179,30
TL129171,20+30
TL129172,30
TL129173,30
TL129174,30
TL129175,30
TL129176,30
TL129177,30
TL129178,30
TL129179,30
TL1316,20+30
TL132169,20+30
TL1317,20+30
TL130171,20+30
TL130172,30
TL130173,30
TL130174,30
TL130175,30
TL130176,30
TL130177,30
TL130178,30
TL130179,30
TL131170,20+30
TL131171,20+30
TL131172,30
TL131173,30
TL131174,30
TL131175,30
TL131176,30
TL131177,30
TL131178,30
TL131179,30
TL132170,20+30
TL132171,30
TL132172,30
TL132173,30
TL132174,30
TL132175,30
TL132176,30
TL132177,30
TL132178,30
TL132179,30
TL133170,20+30
TL133171,30
TL133172,30
TL133173,30
TL133174,30
TL133175,30
TL133176,30
TL133177,30
TL133178,30
TL133179,30
TL134170,20+30
TL134171,20+30
TL134172,30
TL134173,30
TL134174,30
TL134175,30
TL134176,30
TL134177,30
TL134178,30
TL134179,30
TL135171,20+30
TL135172,20+30
TL135173,30
TL135174,30
TL135175,30
TL135176,30
TL135177,30
TL135178,30
TL135179,30
TL136172,20+30
TL136173,30
TL136174,30
TL136175,30
TL136176,30
TL136177,30
TL136178,30
TL136179,30
TL137172,20+30
TL137173,20+30
TL137174,30
TL137175,30
TL137176,30
TL137177,30
TL137178,30
TL137179,30
TL138173,20+30
TL138174,20+30
TL138175,30
TL138176,30
TL138177,30
TL138178,30
TL138179,30
TL139174,20+30
TL139175,20+30
TL139176,30
TL139177,30
TL139178,30
TL139179,30
TL11J,20+30
TL1218,30
TL1219,30
TL1318,20+30
TL130180,30
TL130181,30
TL130182,30
TL130183,30
TL130184,30
TL130185,30
TL130186,30
TL130187,30
TL130188,30
TL130189,30
TL131180,30
TL131181,30
TL131182,30
TL131183,30
TL131184,30
TL131185,30
TL131186,30
TL131187,30
TL131188,30
TL131189,30
TL132180,30
TL132181,30
TL132182,30
TL132183,30
TL132184,30
TL132185,30
TL132186,30
TL132187,30
TL132188,30
TL132189,30
TL133180,30
TL133181,30
TL133182,30
TL133183,30
TL133184,30
TL133185,30
TL133186,30
TL133187,30
TL133188,30
TL133189,30
TL134180,30
TL134181,30
TL134182,30
TL134183,30
TL134184,30
TL134185,30
TL134186,30
TL134187,30
TL134188,30
TL134189,30
TL135180,30
TL135181,30
TL135182,30
TL135183,30
TL135184,30
TL135185,30
TL135186,30
TL135187,30
TL135188,30
TL135189,30
TL136180,30
TL136181,30
TL136182,30
TL136183,30
TL136184,30
TL136185,30
TL136186,30
TL136187,30
TL136188,30
TL136189,30
TL137180,30
TL137181,30
TL137182,30
TL137183,30
TL137184,30
TL137185,30
TL137186,30
TL137187,30
TL137188,20+30
TL137189,20+30
TL138180,30
TL138181,30
TL138182,30
TL138183,30
TL138184,30
TL138185,30
TL138186,30
TL138187,20+30
TL138188,20+30
TL139180,30
TL139181,30
TL139182,30
TL139183,30
TL139184,30
TL139185,30
TL139186,20+30
TL139187,20+30
TL1319,20+30
TL130190,30
TL130191,30
TL130192,30
TL130193,30
TL130194,30
TL130195,30
TL130196,30
TL130197,30
TL130198,30
TL130199,30
TL131190,30
TL131191,30
TL131192,30
TL131193,30
TL131194,30
TL131195,30
TL131196,30
TL131197,30
TL131198,30
TL131199,30
TL132190,30
TL132191,30
TL132192,30
TL132193,30
TL132194,30
TL132195,30
TL132196,30
TL132197,30
TL132198,30
TL132199,30
TL133190,30
TL133191,30
TL133192,30
TL133193,30
TL133194,30
TL133195,30
TL133196,30
TL133197,30
TL133198,20+30
TL133199,20+30
TL134190,30
TL134191,30
TL134192,30
TL134193,30
TL134194,30
TL134195,30
TL134196,20+30
TL134197,20+30
TL134198,20+30
TL135190,30
TL135191,30
TL135192,30
TL135193,30
TL135194,20+30
TL135195,20+30
TL135196,20+30
TL136190,30
TL136191,20+30
TL136192,20+30
TL136193,20+30
TL136194,20+30
TL137190,20+30
TL137191,20+30
TL11N,20+30
TL1417,20+30
TL140175,20+30
TL140176,30
TL140177,30
TL140178,30
TL140179,30
TL141175,20+30
TL141176,20+30
TL141177,30
TL141178,30
TL141179,30
TL142176,20+30
TL142177,20+30
TL142178,20+30
TL142179,30
TL143177,20+30
TL143178,20+30
TL143179,20+30
TL11P,20+30
TL1418,20+30
TL140180,30
TL140181,30
TL140182,30
TL140183,30
TL140184,30
TL140185,30
TL140186,20+30
TL141180,30
TL141181,30
TL141182,30
TL141183,30
TL141184,30
TL141185,20+30
TL141186,20+30
TL142180,30
TL142181,30
TL142182,30
TL142183,20+30
TL142184,20+30
TL142185,20+30
TL143180,20+30
TL143181,20+30
TL143182,20+30
TL143183,20+30
TL144180,20+30
TL144181,20+30
TL12,20+30
TL12SW,20+30
TL12NW,20+30
TL12A,30
TL12B,20+30
TL1022,30
TL1023,30
TL1122,30
TL1123,20+30
TL110230,30
TL110231,30
